최종자산_명목,누적납입,누적세금,환전비용,XIRR_명목,평가액MDD,단위가치MDD,원금하회_최장거래일,원금대비_최대평가손실,목표25억_최초도달,리밸런싱매도_원화,리밸런싱실현이익_원화,TQQQ연말최대매수_원화,그때_TQQQ고점대비,TQQQ연말최대매수_일자,S1_청산일,S2_동결,key,시나리오,구간,창
2150716263.8695827,910500000.0,335876883.2864834,910500.0,0.0991842320948904,-0.3542553598868359,-0.45257839348415185,404,75445859.48945658,미도달,728264575.0007565,421619436.8903447,59314470.7723065,-0.9398672905020785,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2001-12-03,14
2107888029.9422288,906000000.0,325614311.9624692,906000.0,0.09723580497227267,-0.35078216048513877,-0.4551663812886022,472,78349602.29864559,미도달,711516012.6772178,411384194.8614241,57574424.92719688,-0.9321178085964502,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-01-02,14
2069861064.8490267,906000000.0,310620789.71602905,906000.0,0.09526339072158937,-0.3522205718910295,-0.4326313908342566,406,72879286.26338215,미도달,755607464.3277588,455740520.02908397,57778358.793327324,-0.9093580728866286,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-02-01,14
2111388802.2046573,906000000.0,322152287.6272428,906000.0,0.09742197497963047,-0.35523012529558096,-0.4361418968054721,388,69206131.15094441,미도달,753462888.4404389,459379493.32735485,57554944.01215728,-0.9086618742146708,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-03-01,14
2065867825.4325938,906000000.0,309494405.33864427,906000.0,0.09500596673395419,-0.34846971169931096,-0.4166200744812574,391,68930003.32706404,미도달,743567692.0956419,452926966.7835579,56598736.798630945,-0.8968061364055568,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-04-01,14
2080444256.4202337,906000000.0,313123319.25927144,906000.0,0.0958189051818765,-0.3078037202400309,-0.35831360005982815,337,58524001.54658744,미도달,757090942.9269783,467213505.36034286,57888723.06467627,-0.8968061364055567,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-05-01,14
2243810483.1248765,910500000.0,357312450.6672142,910500.0,0.10383636713833716,-0.2580388209745509,-0.28854917480406084,247,45586307.151410535,2016-05-31,776349803.6934063,485634903.40619135,59885614.990732424,-0.8968061364055567,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-06-03,14
2229127958.082516,906000000.0,353611204.17021334,906000.0,0.1033886879926835,-0.2147924596241465,-0.2564642098483414,66,30030514.850319803,2015-07-20,802704984.7592571,510823431.2244117,62485411.20068993,-0.8968061364055568,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-07-01,14
2320712210.391476,906000000.0,378385980.30701333,906000.0,0.10785476229590386,-0.21460954626310946,-0.25588578677340756,17,14066543.169134319,2015-07-16,829394459.673465,535712792.6309645,65168370.69286047,-0.8968061364055568,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-08-01,14
2331203472.7961645,910500000.0,380238850.9928498,910500.0,0.10801836236303335,-0.21455310285838824,-0.2561813465872773,18,14326964.503968477,2015-07-16,818987885.8071588,529820658.3762542,64054409.29154874,-0.896806136405557,2009-01-02,해당 없음,해당 없음,P3,기본,롤링14년 2002-09-03,14
